Header Information_RECTYPE,TABLE,TABLE_NUMBER,TABLE_DESCRIPTION,SECTION,SECTION_DESCRIPTION,PART,PART_DESCRIPTION,ORDER,Variable Information_RECTYPE,VARIABLE_NAME,VARIABLE_DESCRIPTION,START_POSITION,FORMAT,CHANGE,CHANGE_TYPE
EAPA,EXPN,6,Detailed Expenditures Files,6,"Appliances, Household Equipment, and Other Selected Items",A,Purchase of Household Appliances,24,EAPA,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5),,
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QBLN_M2X,"
",182,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QBLNCM3X,"Principal balance outstanding at beginning of month, one month ago
 BLS derived
",183,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QBLN_M3X,"
",191,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,LOAN_NOF,"Loan number (1xx implies mortgage, 2xx implies lump sum home equity loan)
 CAPI Section 3",192,CHAR(2)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,LOAN0NOF,"
",194,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,VARRTE,"Is this a variable rate mortgage?
1 = variable rate mortgage",195,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,VARRTE_,,196,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,INTONLY,"Is this an interest-only mortgage?
2 = interest-only mortgage",197,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,INTONLY_,,198,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,OTHRTE,"3 = Mortgage is something other than a fixed rate, variable rate, or interest-only mortgage",199,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,OTHRTE_,,200,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMT1X,"How much was your payment on this mortgage in the first month of the reference period?
(Asked for FIXEDRTE  = 2)",201,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMT1X_,,209,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMT2X,How much was your payment on this mortgage in the second month of the reference period?,210,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMT2X_,,218,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMT3X,"How much was your payment on this mortgage in the third month of the reference period?
(Asked for FIXEDRTE  = 2)",219,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMT3X_,,227,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYPRINI,"Did the last regular mortgage payment include principal?
1 - Yes",228,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYP_INI,,229,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYINT,"Did the last regular mortgage payment include interest?
2 - Yes",230,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYINT_,,231,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,PROP_NOB,"Property number
 CAPI Section 3
",21,CHAR(2)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,PROP0NOB,"
",23,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OWNYB,"Property code
 CODED
 100  The home in which you (your CU) currently live(s)
 200  A home in which you (your CU) used to live
 300  Second home, vacation home, recreational property, or timeshare
 400  Unimproved land with no buildings on it
 500  Other property
 600  Residential business property
 CAPI Section 3",24,CHAR(3)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OWNYB_,"
",27,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OBSNSZB,"What percent of the expenses are deducted as business, farm or rental expenses?
 CAPI Section 3
",28,"NUM(4,2)"
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OBSNSZB_,"
",32,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,PROPTYPE,"Is this property a condominium, cooperative, or something else? (Asked if not apparent.)
 CODED
 1  A condominium
 2  A cooperative
 3  Something else
 CAPI Section 3
",33,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,PROP_YPE,"
",34,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,ACQUIRMO,"In what month did you close or settle on this property?  If land contract not apparent.)
 CODED
 1  A condominium
 2  A cooperative
 3",35,CHAR(2)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,ACQU_RMO,"
",37,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,ACQUIRYR,"In what year did you close or settle on this property? (See ACQUIRMO)
 CAPI Section 3
",38,CHAR(4)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,ACQU_RYR,"
",42,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OWN_PURX,"What was the total price paid for [this/the property], not including closing costs?
 CAPI Section 3",45,NUM(8)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OWN__URX,"
",53,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OWNDPMTX,"What was the amount of the down payment?
 CAPI Section 3
",54,NUM(8)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,OWND_MTX,"
",62,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,CLOSECST,"About how much were the closing costs?   (Includes property survey charges, title search, recording fees, transfer taxes, escrow payment, points paid by buyer, deed preparation, lawyery, or timeshare
 400  Unimproved land with no buildin",63,NUM(8)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,CLOS_CST,"
",71,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,QADPTAX,"Amount of annual property taxes, adjusted for business, farm, and rental expenses
 BLS derived
",85,NUM(10)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,QADPTAX_,"
",95,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,TIMESHAR,"Is this a time-sharing arrangement where you have use of the property only for a specified time period each year?
1 = Yes
2 = No",96,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,TIME_HAR,,97,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARWKS,How many weeks per year can you use your timeshare?  (only asked for timeshare properties),98,NUM(2)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARWKS_,,100,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARED1,Is the timeshare owned with anyone outside the CU?  (only asked for timeshare properties),101,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARED1_,,102,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARPER1,What percent of the timeshare do you own?,103,NUM(3)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHAR_ER1,,106,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARED2,"Is ownership of this property shared with anyone outside the CU?  (asked for all non-timeshare properties regardless of property type)
1 = Yes
2 = No",107,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARED2_,,108,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHARPER2,What percent of the property do you own?,109,NUM(3)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,SHAR_ER2,,112,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,GIFTPROP,"Was this property received as a gift or inheritance?
1 = Yes
2 = No",113,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,GIFT_ROP,,114,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,BSNEXP2,"Is any part of this owned property rented to someone outside your household or used for business? 
      1  Yes
      2  No",115,CHAR(1)
EOPB,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,B,Detailed Property Description,13,EOPB,BSNEXP2_,BSNEXP2 Flag,116,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,PROP_NOD,"Property number
 CAPI Section 3
",21,CHAR(2)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,PROP0NOD,"
",23,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,OWNYD,"Property code
 CODED
 100  The home in which you (your CU) currently live(s)
 200  A home in which you (your CU) used to live
 300  Second home, vacation property, recreational property, or timeshare
 400  Unimproved land with no buildings on it
 500  Other property
 600  Residential property
 CAPI Section 3",24,CHAR(3)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,OWNYD_,"
",27,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISPMTHD,"Did you (your CU) sell this property, give it to someone else (outside your CU), or do something else with it? CODED
 1  Sold the property
 2  Gave it to someone else
 3  Something else
 CAPI Section 3
",28,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISP_THD,"
",29,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISPX,"What was the selling price (trade-in value)?
 CAPI Section 3
",30,NUM(8)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISPX_,"
",38,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISPEXPX,"What were the total expenses in selling (trading) this property? (Include commission to realtor, closing costs, points for financing, mortgage penalties, property inspection, lawyerng else
 CAPI Section 3
 Unimproved land with no buildings on it
 500  Other property",39,NUM(8)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISP_XPX,"
",47,CHAR(1)
EOPD,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,D,Disposed of Property,14,EOPD,DISPMO,"In what month did you (your CU) dispose of this property?
 
 CAPI Section 3",57,CHAR(2)
